"","date","item","count","sales_cat","semester","menu_condition","station","item_cat","station_type","meal_period"
"243","22-Oct","Pancake Single",5,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"244","22-Oct","Trillium Home Fries",1,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"245","22-Oct","2 Slices Toast",3,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"246","22-Oct","Toast",2,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"247","22-Oct","PC Jelly",1,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"248","22-Oct","Burrito Bowl BYO",113,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"249","22-Oct","Single Taco",3,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"250","22-Oct","Side Guacamole",4,"Mexican","Fall 2024","Control","Wrap","Side","Satellite","Lunch"
"251","22-Oct","Add Extra Toppings Una Mano",3,"Mexican","Fall 2024","Control","Wrap","Modification","Satellite","Lunch"
"252","22-Oct","Salad by the Pound",80,"Salad Bar","Fall 2024","Control","Salad Bar","Main","Satellite","Lunch"
"253","22-Oct","8 oz Soup",51,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"254","22-Oct","Soup 12 oz",33,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"255","22-Oct","Side Potato Tots",14,"Grab N Go","Fall 2024","Control","Grab N Go","Side","Satellite","Lunch"
"256","23-Oct","Quesadilla Deluxe Trillium",149,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"257","23-Oct","Grilled Hamburger",100,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"258","23-Oct","Fried Chicken Tenders",110,"Grab N Go","Fall 2024","Control","Grab N Go","Side","Satellite","Lunch"
"259","23-Oct","Burrito Una Mano Trillium BYO",59,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"260","23-Oct","French Fries",143,"Grill","Fall 2024","Control","Grill","Side","Treatment","Lunch"
"261","23-Oct","Grilled Chicken Breast Sandwich",20,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"262","23-Oct","Trillium Grill Impossible Burger",10,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"263","23-Oct","Quesadilla Cheese",11,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"264","23-Oct","Sweet Potato Fries",27,"Grill","Fall 2024","Control","Grill","Side","Treatment","Lunch"
"265","23-Oct","+ Beef Patty",15,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"266","23-Oct","Seared Salmon Burger",3,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"267","23-Oct","ADD Chicken Breast",5,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"268","23-Oct","Black Bean Burger",2,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"269","23-Oct","Add Sausage 2 Patty",5,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"270","23-Oct","ADD Cheese",8,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"271","23-Oct","Add Egg .99",1,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"272","23-Oct","1 Entree + 1 Side",194,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"273","23-Oct","1 Entree + 2 Side",92,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"274","23-Oct","Bowl Ramen Chicken",83,"Asian","Fall 2024","Control","Ramen","Main","Treatment","Lunch"
"275","23-Oct","2 Entrees + 2 Sides",19,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"276","23-Oct","Bowl Ramen Tofu",9,"Asian","Fall 2024","Control","Ramen","Main","Treatment","Lunch"
"277","23-Oct","1 Wok Entree",3,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"278","23-Oct","Side Vegetable Spring Rolls",4,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"279","23-Oct","Side Vegetarian Fried Rice with",3,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"280","23-Oct","Side Vegetarian Lo Mein",3,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"281","23-Oct","Side White or Brown Rice",5,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"282","23-Oct","Side Vegetables",2,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"283","23-Oct","Create Your Pasta Bowl MEAT",124,"Italian","Fall 2024","Control","Pasta","Main","Satellite","Lunch"
"284","23-Oct","Create Your Pasta Bowl VEG",28,"Italian","Fall 2024","Control","Pasta","Main","Satellite","Lunch"
"285","23-Oct","Pizza with Toppings",38,"Italian","Fall 2024","Control","Pizza","Main","Satellite","Lunch"
"286","23-Oct","Pizza Cheese",23,"Italian","Fall 2024","Control","Pizza","Main","Satellite","Lunch"
"287","23-Oct","Add Extra Meat",25,"Italian","Fall 2024","Control","Pasta","Modification","Satellite","Lunch"
"288","23-Oct","Side Bread Pasta Station",1,"Italian","Fall 2024","Control","Pasta","Side","Satellite","Lunch"
"289","23-Oct","Burrito Breakfast",89,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"290","23-Oct","Small French Omelet",73,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"291","23-Oct","Egg Cheese Bacon Breakfast Sandw",30,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"292","23-Oct","Egg Cheese Sausage Breakfast San",29,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"293","23-Oct","Grand Slam Breakfast",10,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"294","23-Oct","Add Bacon",34,"Breakfast","Fall 2024","Control","Breakfast","Modification","Satellite","Breakfast"
"295","23-Oct","Two Eggs",16,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"296","23-Oct","Trillium Home Fries",6,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"297","23-Oct","Pancake Single",2,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"298","23-Oct","Toast",2,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"299","23-Oct","2 Slices Toast",1,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"300","23-Oct","Burrito Bowl BYO",92,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"301","23-Oct","Single Taco",5,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"302","23-Oct","Side Guacamole",1,"Mexican","Fall 2024","Control","Wrap","Side","Satellite","Lunch"
"303","23-Oct","Add Extra Toppings Una Mano",1,"Mexican","Fall 2024","Control","Wrap","Modification","Satellite","Lunch"
"304","23-Oct","Salad by the Pound",77,"Salad Bar","Fall 2024","Control","Salad Bar","Main","Satellite","Lunch"
"305","23-Oct","Add Extra Protein 2.99",1,"Salad Bar","Fall 2024","Control","Salad Bar","Modification","Satellite","Lunch"
"306","23-Oct","Soup 12 oz",36,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"307","23-Oct","8 oz Soup",35,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"308","23-Oct","Side Potato Tots",17,"Grab N Go","Fall 2024","Control","Grab N Go","Side","Satellite","Lunch"
"309","24-Oct","Quesadilla Deluxe Trillium",165,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"310","24-Oct","Grilled Hamburger",107,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"311","24-Oct","Fried Chicken Tenders",107,"Grab N Go","Fall 2024","Control","Grab N Go","Side","Satellite","Lunch"
"312","24-Oct","Burrito Una Mano Trillium BYO",66,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"313","24-Oct","French Fries",132,"Grill","Fall 2024","Control","Grill","Side","Treatment","Lunch"
"314","24-Oct","Grilled Chicken Breast Sandwich",14,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"315","24-Oct","Trillium Grill Impossible Burger",9,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"316","24-Oct","Sweet Potato Fries",31,"Grill","Fall 2024","Control","Grill","Side","Treatment","Lunch"
"317","24-Oct","Seared Salmon Burger",10,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"318","24-Oct","Quesadilla Cheese",9,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"319","24-Oct","Black Bean Burger",5,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"320","24-Oct","+ Beef Patty",12,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"321","24-Oct","ADD Chicken Breast",5,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"322","24-Oct","Add Sausage 2 Patty",3,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"323","24-Oct","Add Egg .99",4,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"324","24-Oct","ADD Cheese",4,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"325","24-Oct","1 Entree + 1 Side",195,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"326","24-Oct","1 Entree + 2 Side",93,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"327","24-Oct","Bowl Ramen Chicken",92,"Asian","Fall 2024","Control","Ramen","Main","Treatment","Lunch"
"328","24-Oct","2 Entrees + 2 Sides",39,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"329","24-Oct","Bowl Ramen Tofu",15,"Asian","Fall 2024","Control","Ramen","Main","Treatment","Lunch"
"330","24-Oct","Side Vegetarian Lo Mein",7,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"331","24-Oct","1 Wok Entree",2,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"332","24-Oct","Side Vegetarian Fried Rice with",3,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"333","24-Oct","Side White or Brown Rice",5,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"334","24-Oct","Create Your Pasta Bowl MEAT",131,"Italian","Fall 2024","Control","Pasta","Main","Satellite","Lunch"
"335","24-Oct","Create Your Pasta Bowl VEG",32,"Italian","Fall 2024","Control","Pasta","Main","Satellite","Lunch"
"336","24-Oct","Pizza with Toppings",39,"Italian","Fall 2024","Control","Pizza","Main","Satellite","Lunch"
"337","24-Oct","Pizza Cheese",32,"Italian","Fall 2024","Control","Pizza","Main","Satellite","Lunch"
"338","24-Oct","Add Extra Meat",16,"Italian","Fall 2024","Control","Pasta","Modification","Satellite","Lunch"
"339","24-Oct","Side Bread Pasta Station",1,"Italian","Fall 2024","Control","Pasta","Side","Satellite","Lunch"
"340","24-Oct","Burrito Breakfast",86,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"341","24-Oct","Small French Omelet",64,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"342","24-Oct","Grand Slam Breakfast",27,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"343","24-Oct","Egg Cheese Sausage Breakfast San",37,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"344","24-Oct","Egg Cheese Bacon Breakfast Sandw",32,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"345","24-Oct","Add Bacon",32,"Breakfast","Fall 2024","Control","Breakfast","Modification","Satellite","Breakfast"
"346","24-Oct","Two Eggs",23,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"347","24-Oct","Trillium Home Fries",4,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"348","24-Oct","2 Slices Toast",3,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"349","24-Oct","Pancake Single",1,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"350","24-Oct","Toast",3,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"351","24-Oct","PC Jelly",3,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"352","24-Oct","PC Peanut Butter",2,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"353","24-Oct","Salad by the Pound",82,"Salad Bar","Fall 2024","Control","Salad Bar","Main","Satellite","Lunch"
"354","24-Oct","Add Extra Protein 2.99",1,"Salad Bar","Fall 2024","Control","Salad Bar","Modification","Satellite","Lunch"
"355","24-Oct","Burrito Bowl BYO",78,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"356","24-Oct","Side Guacamole",4,"Mexican","Fall 2024","Control","Wrap","Side","Satellite","Lunch"
"357","24-Oct","Single Taco",1,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"358","24-Oct","Add Extra Toppings Una Mano",5,"Mexican","Fall 2024","Control","Wrap","Modification","Satellite","Lunch"
"359","24-Oct","Side Salsa",1,"Mexican","Fall 2024","Control","Wrap","Side","Satellite","Lunch"
"360","24-Oct","Soup 12 oz",48,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"361","24-Oct","8 oz Soup",41,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"362","24-Oct","Side Potato Tots",20,"Grab N Go","Fall 2024","Control","Grab N Go","Side","Satellite","Lunch"
"363","25-Oct","Quesadilla Deluxe Trillium",110,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"364","25-Oct","Grilled Hamburger",71,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"365","25-Oct","Burrito Una Mano Trillium BYO",57,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"366","25-Oct","Fried Chicken Tenders",59,"Grab N Go","Fall 2024","Control","Grab N Go","Side","Satellite","Lunch"
"367","25-Oct","French Fries",82,"Grill","Fall 2024","Control","Grill","Side","Treatment","Lunch"
"368","25-Oct","Grilled Chicken Breast Sandwich",8,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"369","25-Oct","Seared Salmon Burger",8,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"370","25-Oct","Quesadilla Cheese",8,"Grill","Fall 2024","Control","Quesadilla","Main","Satellite","Lunch"
"371","25-Oct","Trillium Grill Impossible Burger",6,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"372","25-Oct","Black Bean Burger",4,"Grill","Fall 2024","Control","Grill","Main","Treatment","Lunch"
"373","25-Oct","+ Beef Patty",4,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"374","25-Oct","ADD Chicken Breast",2,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"375","25-Oct","ADD Cheese",4,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"376","25-Oct","Add Egg .99",1,"Grill","Fall 2024","Control","Grill","Modification","Treatment","Lunch"
"377","25-Oct","1 Entree + 1 Side",105,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"378","25-Oct","1 Entree + 2 Side",59,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"379","25-Oct","Bowl Ramen Chicken",44,"Asian","Fall 2024","Control","Ramen","Main","Treatment","Lunch"
"380","25-Oct","2 Entrees + 2 Sides",19,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"381","25-Oct","Bowl Ramen Tofu",9,"Asian","Fall 2024","Control","Ramen","Main","Treatment","Lunch"
"382","25-Oct","Side Vegetarian Lo Mein",8,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"383","25-Oct","1 Wok Entree",4,"Asian","Fall 2024","Control","Wok","Main","Satellite","Lunch"
"384","25-Oct","Side Vegetarian Fried Rice with",3,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"385","25-Oct","Side White or Brown Rice",3,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"386","25-Oct","Side Vegetable Spring Rolls",1,"Asian","Fall 2024","Control","Wok","Side","Satellite","Lunch"
"387","25-Oct","Burrito Breakfast",80,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"388","25-Oct","Small French Omelet",51,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"389","25-Oct","Egg Cheese Sausage Breakfast San",33,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"390","25-Oct","Egg Cheese Bacon Breakfast Sandw",30,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"391","25-Oct","Grand Slam Breakfast",16,"Breakfast","Fall 2024","Control","Breakfast","Main","Satellite","Breakfast"
"392","25-Oct","Add Bacon",18,"Breakfast","Fall 2024","Control","Breakfast","Modification","Satellite","Breakfast"
"393","25-Oct","Two Eggs",8,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"394","25-Oct","Trillium Home Fries",3,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"395","25-Oct","Pancake Single",2,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"396","25-Oct","2 Slices Toast",1,"Breakfast","Fall 2024","Control","Breakfast","Side","Satellite","Breakfast"
"397","25-Oct","Create Your Pasta Bowl MEAT",80,"Italian","Fall 2024","Control","Pasta","Main","Satellite","Lunch"
"398","25-Oct","Pizza with Toppings",24,"Italian","Fall 2024","Control","Pizza","Main","Satellite","Lunch"
"399","25-Oct","Create Your Pasta Bowl VEG",14,"Italian","Fall 2024","Control","Pasta","Main","Satellite","Lunch"
"400","25-Oct","Pizza Cheese",11,"Italian","Fall 2024","Control","Pizza","Main","Satellite","Lunch"
"401","25-Oct","Add Extra Meat",12,"Italian","Fall 2024","Control","Pasta","Modification","Satellite","Lunch"
"402","25-Oct","Burrito Bowl BYO",50,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"403","25-Oct","Single Taco",4,"Mexican","Fall 2024","Control","Wrap","Main","Satellite","Lunch"
"404","25-Oct","Side Guacamole",1,"Mexican","Fall 2024","Control","Wrap","Side","Satellite","Lunch"
"405","25-Oct","Add Extra Toppings Una Mano",1,"Mexican","Fall 2024","Control","Wrap","Modification","Satellite","Lunch"
"406","25-Oct","Salad by the Pound",39,"Salad Bar","Fall 2024","Control","Salad Bar","Main","Satellite","Lunch"
"407","25-Oct","8 oz Soup",38,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"408","25-Oct","Soup 12 oz",25,"Soup","Fall 2024","Control","Soup","Main","Satellite","Lunch"
"409","25-Oct","Side Potato Tots",27,"Grab N Go","Fall 2024","Control","Grab N Go","Side","Satellite","Lunch"
"410","28-Oct","Quesadilla Deluxe Trillium",156,"Grill","Fall 2024","Carbon Label","Quesadilla","Main","Satellite","Lunch"
"411","28-Oct","Grilled Hamburger",96,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch"
"412","28-Oct","Fried Chicken Tenders",97,"Grab N Go","Fall 2024","Carbon Label","Grab N Go","Side","Satellite","Lunch"
"413","28-Oct","Burrito Una Mano Trillium BYO",71,"Grill","Fall 2024","Carbon Label","Quesadilla","Main","Satellite","Lunch"
"414","28-Oct","French Fries",122,"Grill","Fall 2024","Carbon Label","Grill","Side","Treatment","Lunch"
